Location,Date,Confirmed,Case_Per_1M_people,Recovered,Deaths,Mortality,NewConfirmed,NewDeaths
Slovakia,2020-03-31,336.0,56.0,7.0,0.0,0.0,0.0,0.0
Slovakia,2020-04-01,363.0,60.5,7.0,1.0,0.0027548209366391185,27.0,1.0
Slovakia,2020-04-02,400.0,66.67,7.0,1.0,0.0025,37.0,0.0
Slovakia,2020-04-03,400.0,66.67,7.0,1.0,0.0025,0.0,0.0
Slovakia,2020-04-07,534.0,97.87,8.0,2.0,0.003745318352059925,134.0,1.0
Slovakia,2020-04-10,701.0,128.47,16.0,2.0,0.002853067047075607,167.0,0.0
Slovakia,2020-04-11,715.0,131.04,23.0,2.0,0.0027972027972027968,14.0,0.0
Slovakia,2020-04-12,728.0,133.42,23.0,2.0,0.0027472527472527475,13.0,0.0
Slovakia,2020-04-14,769.0,140.94,107.0,2.0,0.002600780234070221,41.0,0.0
Slovakia,2020-04-17,977.0,179.06,151.0,8.0,0.008188331627430911,208.0,6.0
Slovakia,2020-04-18,1089.0,199.58,213.0,11.0,0.010101010101010102,112.0,3.0
Slovakia,2020-04-20,1161.0,212.78,229.0,12.0,0.0103359173126615,72.0,1.0
Slovakia,2020-04-22,1199.0,219.74,258.0,14.0,0.011676396997497914,38.0,2.0
Slovakia,2020-04-23,1244.0,227.99,284.0,14.0,0.011254019292604502,45.0,0.0
Slovakia,2020-04-24,1360.0,249.25,355.0,17.0,0.0125,116.0,3.0
Slovakia,2020-04-25,1360.0,249.25,355.0,17.0,0.0125,0.0,0.0
Slovakia,2020-04-26,1373.0,251.63,386.0,17.0,0.012381646030589949,13.0,0.0
Slovakia,2020-04-27,1379.0,252.73,394.0,18.0,0.013052936910804929,6.0,1.0
Slovakia,2020-04-28,1381.0,253.1,403.0,18.0,0.013034033309196237,2.0,0.0
Slovakia,2020-04-29,1384.0,253.65,423.0,20.0,0.01445086705202312,3.0,2.0
