Location,Date,Confirmed,Case_Per_1M_people,Recovered,Deaths,Mortality,NewConfirmed,NewDeaths
Guernsey,2020-03-31,60.0,945.79,0.0,0.0,0.0,0.0,0.0
Guernsey,2020-04-01,78.0,1229.53,0.0,1.0,0.01282051282051282,18.0,1.0
Guernsey,2020-04-02,91.0,1434.45,0.0,1.0,0.01098901098901099,13.0,0.0
Guernsey,2020-04-03,97.0,1529.03,0.0,1.0,0.010309278350515464,6.0,0.0
Guernsey,2020-04-07,165.0,2627.72,28.0,4.0,0.02424242424242424,68.0,3.0
Guernsey,2020-04-10,181.0,2882.53,38.0,5.0,0.027624309392265192,16.0,1.0
Guernsey,2020-04-11,200.0,3185.12,42.0,6.0,0.03,19.0,1.0
Guernsey,2020-04-12,209.0,3328.45,48.0,6.0,0.02870813397129187,9.0,0.0
Guernsey,2020-04-14,219.0,3487.71,53.0,6.0,0.0273972602739726,10.0,0.0
Guernsey,2020-04-17,234.0,3726.59,73.0,9.0,0.038461538461538464,15.0,3.0
Guernsey,2020-04-18,236.0,3758.44,82.0,9.0,0.03813559322033898,2.0,0.0
Guernsey,2020-04-20,239.0,3806.22,87.0,9.0,0.037656903765690385,3.0,0.0
Guernsey,2020-04-22,241.0,3838.07,123.0,10.0,0.041493775933609964,2.0,1.0
Guernsey,2020-04-23,243.0,3869.92,134.0,10.0,0.0411522633744856,2.0,0.0
Guernsey,2020-04-24,245.0,3901.77,139.0,10.0,0.040816326530612235,2.0,0.0
Guernsey,2020-04-25,245.0,3901.77,155.0,11.0,0.04489795918367346,0.0,1.0
Guernsey,2020-04-26,245.0,3901.77,167.0,12.0,0.048979591836734684,0.0,1.0
Guernsey,2020-04-27,247.0,3933.62,171.0,13.0,0.05263157894736842,2.0,1.0
Guernsey,2020-04-28,247.0,3933.62,171.0,13.0,0.05263157894736842,0.0,0.0
Guernsey,2020-04-29,247.0,3933.62,191.0,13.0,0.05263157894736842,0.0,0.0
Guernsey,2020-04-30,247.0,3933.62,191.0,13.0,0.05263157894736842,0.0,0.0
Guernsey,2020-05-01,251.0,3997.0,202.0,13.0,0.05179282868525897,4.0,0.0
Guernsey,2020-05-02,252.0,4013.0,209.0,13.0,0.051587301587301584,1.0,0.0
Guernsey,2020-05-03,252.0,4013.0,217.0,13.0,0.051587301587301584,0.0,0.0
Guernsey,2020-05-04,252.0,4013.0,217.0,13.0,0.051587301587301584,0.0,0.0
Guernsey,2020-05-05,252.0,4013.0,217.0,13.0,0.051587301587301584,0.0,0.0
Guernsey,2020-05-06,252.0,4013.0,222.0,13.0,0.051587301587301584,0.0,0.0
Guernsey,2020-05-07,252.0,4013.0,222.0,13.0,0.051587301587301584,0.0,0.0
Guernsey,2020-05-08,252.0,4013.0,223.0,13.0,0.051587301587301584,0.0,0.0
Guernsey,2020-05-09,252.0,4013.0,225.0,13.0,0.051587301587301584,0.0,0.0
Guernsey,2020-05-10,252.0,4013.0,226.0,13.0,0.051587301587301584,0.0,0.0
,2020-05-21,,,,,,,
